                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.4304,                0.61989,                 1.1063,                0.96045,                0.97127,                0.98553,                0.54483,                 1.5797,                0.55978,                 1.1791,              0.0098505,              0.0098505,              0.0098505
                    154,                 1.4171,                0.60933,                 1.1072,                0.96378,                0.96474,                0.98395,                0.54217,                 1.5791,                0.56004,                 1.1842,              0.0098495,              0.0098495,              0.0098495
                    155,                 1.4143,                0.61683,                 1.1139,                 0.9667,                0.96294,                 0.9852,                0.53946,                  1.579,                0.56357,                 1.1853,              0.0098485,              0.0098485,              0.0098485
                    156,                 1.4273,                0.60774,                  1.118,                 0.9682,                0.96661,                0.98603,                0.54588,                 1.5792,                0.55771,                 1.1836,              0.0098475,              0.0098475,              0.0098475
                    157,                 1.4093,                0.60526,                 1.1071,                0.97595,                0.96074,                0.98375,                0.54735,                 1.5776,                0.55825,                 1.1834,              0.0098466,              0.0098466,              0.0098466
                    158,                 1.4294,                0.61526,                 1.1082,                0.96901,                0.96228,                0.98344,                0.54257,                 1.5828,                0.56204,                 1.1869,              0.0098456,              0.0098456,              0.0098456
                    159,                 1.4105,                0.60541,                 1.1018,                0.97083,                 0.9611,                0.98305,                0.54385,                 1.5792,                0.55952,                 1.1809,              0.0098446,              0.0098446,              0.0098446
                    160,                 1.4097,                0.59979,                 1.1144,                0.96673,                0.96194,                0.98311,                0.54485,                 1.5791,                0.55992,                 1.1856,              0.0098436,              0.0098436,              0.0098436
                    161,                  1.405,                0.61112,                 1.1113,                0.96927,                0.96155,                0.98451,                0.54636,                 1.5778,                0.55841,                 1.1832,              0.0098426,              0.0098426,              0.0098426
                    162,                 1.4213,                0.60609,                 1.1116,                0.97095,                0.96014,                0.98367,                0.54498,                 1.5804,                0.56272,                 1.1812,              0.0098416,              0.0098416,              0.0098416
                    163,                 1.4127,                0.60585,                 1.1015,                0.96634,                0.96715,                0.98524,                0.54665,                 1.5776,                0.55733,                 1.1816,              0.0098406,              0.0098406,              0.0098406
                    164,                 1.4084,                0.60271,                 1.1094,                0.96281,                0.96518,                0.98468,                 0.5456,                 1.5779,                 0.5656,                  1.184,              0.0098396,              0.0098396,              0.0098396
                    165,                 1.4117,                0.60674,                 1.1078,                0.96394,                0.96107,                 0.9842,                0.54476,                 1.5807,                0.56203,                 1.1839,              0.0098386,              0.0098386,              0.0098386
                    166,                 1.3929,                0.59709,                 1.1071,                0.96425,                0.96155,                0.98231,                0.54388,                 1.5824,                0.56204,                 1.1871,              0.0098376,              0.0098376,              0.0098376
                    167,                 1.4019,                0.61246,                 1.1026,                0.96384,                0.95866,                0.98268,                0.54545,                 1.5834,                 0.5621,                 1.1853,              0.0098367,              0.0098367,              0.0098367
                    168,                 1.3998,                0.59437,                  1.096,                 0.9629,                0.95786,                0.98028,                0.54541,                 1.5836,                0.56413,                 1.1844,              0.0098357,              0.0098357,              0.0098357
                    169,                 1.4247,                0.60427,                 1.1112,                0.96562,                0.95692,                0.98192,                0.54644,                 1.5814,                0.56261,                 1.1837,              0.0098347,              0.0098347,              0.0098347
                    170,                 1.3982,                0.60467,                 1.1058,                0.96727,                0.95569,                0.98296,                0.54307,                 1.5786,                0.56122,                 1.1851,              0.0098337,              0.0098337,              0.0098337
                    171,                 1.4153,                 0.6064,                 1.1127,                0.96253,                0.96624,                0.98305,                0.54538,                 1.5777,                0.55801,                 1.1864,              0.0098327,              0.0098327,              0.0098327
                    172,                 1.4108,                0.60763,                 1.1062,                0.95927,                0.97269,                0.98342,                0.54863,                 1.5776,                0.55752,                 1.1853,              0.0098317,              0.0098317,              0.0098317
                    173,                 1.4091,                0.61003,                 1.0975,                0.96004,                0.97238,                0.98411,                0.54621,                 1.5824,                0.55727,                 1.1872,              0.0098307,              0.0098307,              0.0098307
                    174,                 1.4035,                0.60164,                 1.1117,                0.96244,                0.96673,                0.98243,                0.54428,                 1.5801,                0.55995,                 1.1885,              0.0098297,              0.0098297,              0.0098297
                    175,                 1.4018,                0.60653,                 1.1097,                0.97298,                0.96431,                0.98252,                0.54471,                 1.5735,                0.55657,                  1.185,              0.0098287,              0.0098287,              0.0098287
                    176,                 1.4074,                0.60411,                 1.0988,                0.96815,                0.96144,                0.98261,                0.54524,                  1.574,                 0.5564,                 1.1844,              0.0098277,              0.0098277,              0.0098277
                    177,                 1.3939,                0.60094,                 1.0958,                 0.9679,                0.96106,                 0.9812,                0.54668,                 1.5728,                0.55561,                 1.1826,              0.0098268,              0.0098268,              0.0098268
                    178,                  1.402,                0.60657,                 1.1024,                0.96555,                0.96529,                0.98138,                0.54473,                 1.5787,                0.55678,                 1.1863,              0.0098258,              0.0098258,              0.0098258
                    179,                 1.3928,                  0.597,                 1.0942,                0.96408,                0.96607,                0.98348,                0.54567,                 1.5771,                0.55768,                 1.1821,              0.0098248,              0.0098248,              0.0098248
                    180,                 1.3953,                0.59721,                 1.0959,                 0.9652,                0.96523,                0.98316,                0.54761,                 1.5799,                0.55815,                 1.1841,              0.0098238,              0.0098238,              0.0098238
                    181,                 1.3921,                0.59623,                  1.097,                0.96462,                0.96448,                0.98337,                 0.5437,                  1.584,                0.55673,                 1.1872,              0.0098228,              0.0098228,              0.0098228
                    182,                 1.4069,                0.59874,                 1.0984,                 0.9655,                0.95936,                0.98153,                0.54565,                 1.5839,                0.55757,                 1.1888,              0.0098218,              0.0098218,              0.0098218
                    183,                 1.3815,                0.59354,                 1.0947,                0.96099,                0.96495,                 0.9832,                 0.5448,                  1.585,                0.55349,                 1.1892,              0.0098208,              0.0098208,              0.0098208
                    184,                 1.3781,                0.59373,                 1.0913,                0.97334,                0.95664,                0.98224,                0.54335,                 1.5827,                  0.553,                 1.1851,              0.0098198,              0.0098198,              0.0098198
                    185,                 1.3981,                0.59908,                 1.0955,                  0.972,                0.96101,                0.98379,                 0.5454,                 1.5805,                0.55305,                 1.1841,              0.0098188,              0.0098188,              0.0098188
                    186,                 1.3887,                0.59027,                 1.1075,                0.95881,                0.96933,                0.98119,                0.54437,                 1.5822,                0.55117,                  1.186,              0.0098178,              0.0098178,              0.0098178
                    187,                 1.3925,                0.59111,                 1.0913,                0.96631,                0.96273,                 0.9804,                0.54379,                 1.5835,                0.55184,                 1.1874,              0.0098169,              0.0098169,              0.0098169
                    188,                  1.398,                0.60389,                  1.102,                0.96809,                0.96308,                0.98151,                0.54268,                 1.5821,                0.55287,                   1.19,              0.0098159,              0.0098159,              0.0098159
                    189,                 1.3932,                0.59482,                 1.1137,                0.96579,                 0.9646,                0.98263,                0.54387,                 1.5835,                0.55385,                 1.1911,              0.0098149,              0.0098149,              0.0098149
                    190,                 1.3746,                 0.5895,                 1.0985,                0.96779,                0.96801,                0.98331,                0.54416,                 1.5818,                0.55365,                 1.1908,              0.0098139,              0.0098139,              0.0098139
                    191,                 1.3783,                 0.5832,                 1.1002,                0.96569,                 0.9646,                0.98302,                0.54648,                 1.5781,                0.55198,                 1.1915,              0.0098129,              0.0098129,              0.0098129
                    192,                 1.3867,                0.59355,                 1.0954,                0.96278,                0.96509,                0.98244,                0.54693,                 1.5785,                0.55357,                 1.1915,              0.0098119,              0.0098119,              0.0098119
                    193,                  1.376,                0.59567,                 1.1017,                0.96369,                0.96699,                0.98218,                0.54762,                 1.5781,                0.55255,                 1.1926,              0.0098109,              0.0098109,              0.0098109
                    194,                 1.3945,                0.58892,                 1.0957,                0.96756,                0.96537,                0.98315,                0.54722,                 1.5791,                0.55277,                  1.196,              0.0098099,              0.0098099,              0.0098099
                    195,                 1.3852,                0.59969,                    1.1,                0.96822,                0.96432,                0.98255,                0.54486,                 1.5796,                0.55319,                 1.1956,              0.0098089,              0.0098089,              0.0098089
                    196,                 1.3713,                0.58858,                 1.0989,                0.97204,                0.95758,                0.98357,                 0.5471,                 1.5776,                0.55046,                 1.1948,              0.0098079,              0.0098079,              0.0098079
                    197,                 1.3762,                0.58546,                  1.099,                0.96809,                0.95622,                0.98341,                0.54391,                 1.5754,                0.55093,                 1.1935,               0.009807,               0.009807,               0.009807
                    198,                 1.3795,                0.59537,                 1.0979,                0.96445,                0.96368,                0.98243,                0.54494,                 1.5767,                0.55412,                 1.1923,               0.009806,               0.009806,               0.009806
                    199,                  1.365,                0.58435,                  1.095,                0.95801,                0.96939,                0.97968,                 0.5464,                 1.5766,                0.55079,                 1.1913,               0.009805,               0.009805,               0.009805
                    200,                 1.3577,                0.58128,                 1.0887,                0.96428,                0.96174,                0.98061,                 0.5471,                 1.5764,                0.54965,                 1.1887,               0.009804,               0.009804,               0.009804
                    201,                 1.3606,                0.58634,                 1.0848,                0.96327,                0.96445,                0.98165,                0.54851,                 1.5757,                0.54721,                 1.1871,               0.009803,               0.009803,               0.009803
                    202,                 1.3687,                0.58386,                 1.0873,                0.96479,                0.96184,                 0.9801,                 0.5492,                 1.5799,                0.54875,                 1.1896,               0.009802,               0.009802,               0.009802
                    203,                 1.3462,                0.58199,                  1.087,                0.95457,                0.97359,                0.98086,                0.54569,                 1.5795,                0.54857,                 1.1895,               0.009801,               0.009801,               0.009801
                    204,                 1.3539,                0.57873,                 1.0985,                0.95833,                 0.9685,                0.97917,                0.54515,                  1.578,                0.54908,                 1.1907,                 0.0098,                 0.0098,                 0.0098
                    205,                 1.3657,                0.58256,                 1.0858,                0.96328,                0.96385,                0.97961,                0.54743,                 1.5743,                0.54924,                 1.1885,               0.009799,               0.009799,               0.009799
                    206,                 1.3683,                 0.5888,                 1.0846,                0.96815,                0.96113,                0.97911,                0.54737,                 1.5745,                0.55218,                  1.189,               0.009798,               0.009798,               0.009798
                    207,                  1.357,                0.57831,                 1.0792,                0.96931,                0.96127,                0.97964,                0.54825,                 1.5742,                0.55043,                 1.1891,               0.009797,               0.009797,               0.009797
                    208,                 1.3665,                 0.5937,                 1.0855,                0.96748,                0.95978,                 0.9789,                0.54824,                 1.5751,                0.54939,                 1.1888,              0.0097961,              0.0097961,              0.0097961
                    209,                 1.3638,                0.58479,                 1.0854,                0.96686,                0.96304,                0.97937,                0.54602,                 1.5757,                0.55219,                 1.1898,              0.0097951,              0.0097951,              0.0097951
                    210,                  1.338,                0.57276,                 1.0761,                0.96618,                0.96347,                0.97934,                  0.544,                 1.5769,                0.55155,                   1.19,              0.0097941,              0.0097941,              0.0097941
                    211,                 1.3591,                0.58211,                 1.0826,                0.96441,                0.96597,                0.97964,                0.54338,                 1.5751,                0.55008,                 1.1899,              0.0097931,              0.0097931,              0.0097931
                    212,                 1.3605,                0.58587,                 1.0855,                0.96631,                0.96394,                0.98084,                0.54422,                 1.5736,                0.54837,                 1.1911,              0.0097921,              0.0097921,              0.0097921
                    213,                  1.361,                 0.5833,                 1.0895,                0.96711,                0.96473,                0.98135,                0.54425,                 1.5715,                0.54855,                 1.1915,              0.0097911,              0.0097911,              0.0097911
                    214,                 1.3609,                 0.5784,                 1.0865,                0.96764,                0.96524,                0.98238,                0.54511,                 1.5715,                0.54713,                 1.1931,              0.0097901,              0.0097901,              0.0097901
                    215,                  1.358,                0.58223,                 1.0834,                0.96808,                0.96544,                0.98265,                0.54557,                 1.5709,                0.54673,                 1.1916,              0.0097891,              0.0097891,              0.0097891
                    216,                 1.3601,                0.58213,                 1.0841,                 0.9707,                0.96446,                0.98298,                0.54796,                 1.5719,                0.54647,                 1.1916,              0.0097881,              0.0097881,              0.0097881
                    217,                  1.359,                0.58236,                  1.087,                0.97037,                 0.9628,                0.98204,                0.54754,                 1.5709,                0.54617,                 1.1915,              0.0097871,              0.0097871,              0.0097871
                    218,                 1.3768,                0.58237,                 1.0886,                 0.9718,                0.96331,                0.98295,                0.54593,                 1.5724,                0.54602,                  1.191,              0.0097862,              0.0097862,              0.0097862
                    219,                 1.3609,                0.58158,                  1.081,                0.96895,                0.96639,                0.98213,                0.54575,                 1.5735,                0.54374,                 1.1907,              0.0097852,              0.0097852,              0.0097852
                    220,                 1.3687,                0.59382,                 1.0931,                0.97498,                0.96306,                0.98273,                0.54567,                 1.5735,                0.54274,                 1.1904,              0.0097842,              0.0097842,              0.0097842
                    221,                 1.3602,                0.58129,                 1.0864,                0.97063,                0.96494,                0.98221,                0.54558,                 1.5746,                 0.5435,                 1.1924,              0.0097832,              0.0097832,              0.0097832
                    222,                 1.3575,                0.58201,                 1.0835,                0.97115,                0.96437,                0.98128,                 0.5439,                 1.5773,                0.54367,                 1.1962,              0.0097822,              0.0097822,              0.0097822
                    223,                 1.3635,                0.58404,                 1.0855,                 0.9701,                0.96252,                0.98065,                0.54472,                 1.5767,                0.54338,                 1.1967,              0.0097812,              0.0097812,              0.0097812
                    224,                 1.3531,                0.58084,                 1.0845,                0.97297,                0.96119,                0.98285,                0.54467,                 1.5759,                0.54162,                 1.1961,              0.0097802,              0.0097802,              0.0097802
                    225,                 1.3564,                0.57289,                 1.0829,                0.97252,                 0.9602,                0.98302,                0.54549,                 1.5753,                0.54352,                 1.1946,              0.0097792,              0.0097792,              0.0097792
                    226,                 1.3442,                0.58038,                 1.0786,                 0.9689,                0.96159,                0.97996,                 0.5446,                 1.5762,                0.54321,                  1.195,              0.0097782,              0.0097782,              0.0097782
                    227,                 1.3522,                 0.5722,                 1.0773,                0.96641,                 0.9654,                0.97978,                0.54402,                 1.5783,                0.54396,                 1.1963,              0.0097773,              0.0097773,              0.0097773
                    228,                 1.3551,                0.58431,                 1.0757,                 0.9695,                0.96262,                0.97979,                0.54386,                 1.5792,                0.54442,                  1.196,              0.0097763,              0.0097763,              0.0097763
                    229,                 1.3447,                0.57711,                 1.0742,                0.96453,                 0.9656,                0.97797,                0.54447,                 1.5812,                0.54632,                 1.1967,              0.0097753,              0.0097753,              0.0097753
                    230,                 1.3419,                0.57301,                 1.0818,                0.96381,                0.96735,                0.97843,                0.54528,                  1.581,                0.54514,                 1.1974,              0.0097743,              0.0097743,              0.0097743
                    231,                 1.3491,                0.58096,                 1.0744,                0.96504,                 0.9637,                0.97789,                0.54468,                 1.5788,                0.54573,                 1.1963,              0.0097733,              0.0097733,              0.0097733
